order_id,customer_id,order_date,status,region_code
O057,C067,2025-10-15 00:00:00,RETURNED,EAST
O058,C195,2025-08-06 00:00:00,DELIVERED,WEST
O059,C352,2025-02-14 00:00:00,PLACED,WEST
O060,C033,2024-04-04 00:00:00,DELIVERED,SOUTH
O061,C291,2024-01-02 00:00:00,PLACED,SOUTH
O062,C463,2025-11-23 00:00:00,SHIPPED,SOUTH
O063,C116,2025-08-20 00:00:00,SHIPPED,EAST
O064,C064,2024-02-24 00:00:00,PLACED,WEST
O065,C238,2025-04-17 00:00:00,PLACED,WEST
O066,C073,2025-03-24 00:00:00,SHIPPED,EAST
O067,C456,2024-11-27 00:00:00,RETURNED,SOUTH
O068,C368,2025-12-03 00:00:00,DELIVERED,SOUTH
O069,C049,2024-11-04 00:00:00,DELIVERED,NORTH
O070,C388,2025-07-09 00:00:00,PLACED,EAST
O071,C380,06-03-2025,CANCELLED,EAST
O072,C457,2025-10-31 00:00:00,RETURNED,SOUTH
O073,C077,2025-04-30 00:00:00,PLACED,EAST
O074,C256,2025-01-03 00:00:00,CANCELLED,SOUTH
O075,C247,2024-06-04 00:00:00,DELIVERED,EAST
O076,C171,2025-01-23 00:00:00,CANCELLED,EAST
O077,C436,2025-05-03 00:00:00,SHIPPED,SOUTH
O078,C186,2024-10-12 00:00:00,CANCELLED,WEST
O079,C324,2025-04-08 00:00:00,CANCELLED,NORTH
O080,C077,2024-09-08 00:00:00,SHIPPED,NORTH
O081,C238,2025-05-11 00:00:00,SHIPPED,WEST
O082,C251,2025-04-10 00:00:00,DELIVERED,EAST
O083,C490,2025-09-28 00:00:00,CANCELLED,EAST
O084,C106,30-06-2024,PLACED,EAST
O085,C218,2024-06-19 00:00:00,CANCELLED,SOUTH
O086,,2024-06-07 00:00:00,PLACED,SOUTH
O087,C328,2025-05-07 00:00:00,CANCELLED,EAST
O088,C123,2025-02-05 00:00:00,DELIVERED,WEST
O089,,2025-09-15 00:00:00,RETURNED,SOUTH
O090,C103,2024-12-19 00:00:00,SHIPPED,NORTH
O091,C263,2024-05-21 00:00:00,PLACED,EAST
O092,C368,2025-08-11 00:00:00,PLACED,NORTH
O093,C357,2025-08-18 00:00:00,DELIVERED,SOUTH
O094,C007,2025-06-15 00:00:00,DELIVERED,EAST
O095,C320,2024-04-07 00:00:00,RETURNED,WEST
O096,C438,2025-03-25 00:00:00,SHIPPED,EAST
O097,C125,2024-05-08 00:00:00,CANCELLED,SOUTH
O098,C398,2024-07-07 00:00:00,SHIPPED,NORTH
O099,C331,2025-06-09 00:00:00,DELIVERED,NORTH
O100,C322,2025-01-17 00:00:00,SHIPPED,EAST
O101,C034,2024-05-29 00:00:00,CANCELLED,EAST
O102,C403,2025-07-21 00:00:00,SHIPPED,EAST
O103,C352,2025-11-19 00:00:00,PLACED,SOUTH
O104,C456,2024-12-09 00:00:00,CANCELLED,EAST
O105,C393,2025-10-23 00:00:00,DELIVERED,NORTH
O106,C282,2025-08-05 00:00:00,CANCELLED,SOUTH
O107,C440,2025-02-12 00:00:00,CANCELLED,WEST
O108,C011,2025-11-04 00:00:00,RETURNED,SOUTH
O109,C303,2024-11-21 00:00:00,RETURNED,WEST
O110,C342,2025-11-28 00:00:00,DELIVERED,SOUTH
O111,C116,2024-08-02 00:00:00,CANCELLED,NORTH
O112,C323,2025-09-18 00:00:00,SHIPPED,SOUTH
O113,C265,2025-02-13 00:00:00,SHIPPED,EAST
O114,C245,2025-04-15 00:00:00,PLACED,NORTH
O115,C101,2024-10-11 00:00:00,PLACED,EAST
O116,C137,2024-02-12 00:00:00,RETURNED,NORTH
O117,C177,2024-04-13 00:00:00,CANCELLED,WEST
O118,C245,2024-03-06 00:00:00,CANCELLED,SOUTH
O119,C137,2025-05-17 00:00:00,CANCELLED,EAST
O120,C229,2024-10-18 00:00:00,RETURNED,SOUTH
O121,C445,2024-08-19 00:00:00,RETURNED,EAST
O122,C290,2025-11-12 00:00:00,PLACED,SOUTH
O123,C405,2024-04-19 00:00:00,SHIPPED,SOUTH
O124,C321,2025-02-06 00:00:00,RETURNED,NORTH
O125,C060,2024-09-11 00:00:00,SHIPPED,WEST
O126,C487,2025-11-12 00:00:00,RETURNED,WEST
O127,C058,2025-02-09 00:00:00,DELIVERED,NORTH
O128,C385,2025-01-31 00:00:00,RETURNED,WEST
O129,C072,2024-09-02 00:00:00,CANCELLED,EAST
O130,C462,2024-09-28 00:00:00,SHIPPED,EAST
O131,C477,2024-01-28 00:00:00,PLACED,NORTH
O132,C086,2025-04-04 00:00:00,PLACED,SOUTH
O133,C400,2024-06-09 00:00:00,DELIVERED,WEST
O134,C056,28-07-2025,SHIPPED,NORTH
O135,C300,2024-10-30 00:00:00,CANCELLED,SOUTH
O136,C041,2025-09-24 00:00:00,DELIVERED,WEST
O137,C446,2025-07-24 00:00:00,RETURNED,SOUTH
O138,C012,2025-07-20 00:00:00,CANCELLED,NORTH
O139,C062,2025-06-29 00:00:00,PLACED,WEST
O140,,2024-12-22 00:00:00,CANCELLED,SOUTH
O141,C278,2025-12-06 00:00:00,PLACED,WEST
O142,C153,2025-02-11 00:00:00,PLACED,EAST
O143,C493,2025-12-20 00:00:00,CANCELLED,EAST
O144,C006,2025-12-19 00:00:00,CANCELLED,NORTH
O145,C215,2025-05-26 00:00:00,CANCELLED,NORTH
O146,C365,2024-12-25 00:00:00,CANCELLED,SOUTH
O147,C249,2025-06-11 00:00:00,DELIVERED,WEST
O148,C419,2024-05-13 00:00:00,DELIVERED,EAST
O149,C030,2024-11-08 00:00:00,SHIPPED,SOUTH
O150,C118,2025-08-11 00:00:00,PLACED,SOUTH
O151,C099,2024-08-28 00:00:00,CANCELLED,NORTH
O152,C222,2025-05-01 00:00:00,PLACED,NORTH
O153,C399,2024-03-26 00:00:00,PLACED,WEST
O154,C362,2024-08-30 00:00:00,SHIPPED,SOUTH
O155,C390,2024-09-22 00:00:00,DELIVERED,NORTH
O156,C101,2025-05-25 00:00:00,SHIPPED,WEST
O157,C049,2024-11-09 00:00:00,PLACED,WEST
O158,C188,2025-10-04 00:00:00,PLACED,SOUTH
O159,C252,2025-08-26 00:00:00,CANCELLED,SOUTH
O160,C383,2024-11-02 00:00:00,DELIVERED,EAST
O161,C404,2024-10-17 00:00:00,DELIVERED,SOUTH
O162,C371,2024-06-26 00:00:00,CANCELLED,WEST
O163,C335,2025-07-29 00:00:00,RETURNED,WEST
O164,C319,2025-07-13 00:00:00,SHIPPED,EAST
O165,C067,2025-11-30 00:00:00,PLACED,SOUTH
O166,C048,2024-09-28 00:00:00,CANCELLED,EAST
O167,C478,2025-04-30 00:00:00,SHIPPED,EAST
O168,C455,2024-10-07 00:00:00,RETURNED,WEST
O169,C214,2024-05-18 00:00:00,CANCELLED,SOUTH
O170,C129,2025-02-21 00:00:00,CANCELLED,EAST
O171,C109,2024-07-05 00:00:00,CANCELLED,WEST
O172,C495,2024-03-04 00:00:00,RETURNED,NORTH
O173,C231,2025-09-16 00:00:00,PLACED,EAST
O174,C016,2024-02-12 00:00:00,RETURNED,EAST
O175,C196,22-05-2025,PLACED,EAST
O176,C121,2024-10-19 00:00:00,SHIPPED,NORTH
O177,C230,2025-01-26 00:00:00,CANCELLED,SOUTH
O178,C335,2024-05-21 00:00:00,SHIPPED,WEST
O179,C326,2024-01-26 00:00:00,PLACED,NORTH
O180,C195,2024-07-23 00:00:00,DELIVERED,SOUTH
O181,C210,2025-09-29 00:00:00,PLACED,NORTH
O182,,2024-02-09 00:00:00,RETURNED,WEST
O183,C173,2025-06-29 00:00:00,PLACED,SOUTH
O184,C213,2025-11-15 00:00:00,RETURNED,NORTH
O185,C339,2025-09-22 00:00:00,RETURNED,SOUTH
O186,C023,2025-08-03 00:00:00,PLACED,EAST
O187,C050,2024-10-23 00:00:00,RETURNED,SOUTH
O188,C085,2025-11-29 00:00:00,DELIVERED,SOUTH
O189,C312,2024-01-21 00:00:00,CANCELLED,SOUTH
O190,C270,2025-07-09 00:00:00,CANCELLED,SOUTH
O191,C043,2025-06-03 00:00:00,SHIPPED,SOUTH
O192,C008,2025-05-07 00:00:00,RETURNED,NORTH
O193,,2025-09-14 00:00:00,DELIVERED,NORTH
O194,C152,2024-07-12 00:00:00,PLACED,SOUTH
O195,C267,2025-01-28 00:00:00,DELIVERED,EAST
O196,,2025-12-27 00:00:00,SHIPPED,SOUTH
O197,C291,2024-05-13 00:00:00,PLACED,WEST
O198,C342,2025-08-10 00:00:00,SHIPPED,WEST
O199,C181,2025-07-08 00:00:00,DELIVERED,SOUTH
O200,C145,2025-08-28 00:00:00,SHIPPED,EAST
O201,C247,2025-12-26 00:00:00,CANCELLED,WEST
O202,C137,2024-10-02 00:00:00,SHIPPED,WEST
O203,C286,2024-09-06 00:00:00,SHIPPED,WEST
O204,C411,2025-09-03 00:00:00,RETURNED,WEST
O205,C484,2025-12-29 00:00:00,PLACED,NORTH
O206,C471,2025-02-01 00:00:00,PLACED,WEST
O207,C036,2025-05-15 00:00:00,SHIPPED,WEST
O208,C278,2025-06-08 00:00:00,DELIVERED,SOUTH
O209,,2024-10-24 00:00:00,DELIVERED,NORTH
O210,C032,2024-08-23 00:00:00,DELIVERED,EAST
O211,C307,2025-06-26 00:00:00,PLACED,SOUTH
O212,C285,2025-04-20 00:00:00,CANCELLED,EAST
O213,C445,2024-08-11 00:00:00,SHIPPED,EAST
O214,C036,2025-04-30 00:00:00,DELIVERED,NORTH
O215,C339,2024-01-05 00:00:00,RETURNED,SOUTH
O216,C043,2025-12-23 00:00:00,RETURNED,NORTH
O217,,2024-07-28 00:00:00,CANCELLED,NORTH
O218,C147,2025-04-22 00:00:00,PLACED,WEST
O219,C342,2025-01-03 00:00:00,SHIPPED,SOUTH
O220,C073,2025-04-15 00:00:00,DELIVERED,NORTH
O221,C039,2024-07-29 00:00:00,PLACED,NORTH
O222,C211,2024-04-16 00:00:00,PLACED,SOUTH
O223,C035,2025-11-17 00:00:00,SHIPPED,WEST
O224,C312,2024-10-06 00:00:00,RETURNED,WEST
O225,C039,2025-07-09 00:00:00,SHIPPED,EAST
O226,C204,2024-08-07 00:00:00,DELIVERED,EAST
O227,C300,08-06-2024,RETURNED,SOUTH
O228,C133,2025-07-11 00:00:00,CANCELLED,EAST
O229,C389,2025-03-12 00:00:00,RETURNED,WEST
O230,C041,2025-01-06 00:00:00,DELIVERED,SOUTH
O231,C425,2024-10-24 00:00:00,PLACED,EAST
O232,C231,13-12-2025,SHIPPED,EAST
O233,C283,2025-10-02 00:00:00,PLACED,SOUTH
O234,C279,2025-11-09 00:00:00,RETURNED,NORTH
O235,C410,2024-08-12 00:00:00,CANCELLED,EAST
O236,,2025-10-25 00:00:00,DELIVERED,SOUTH
O237,C436,2025-10-12 00:00:00,CANCELLED,EAST
O238,,2024-12-18 00:00:00,PLACED,WEST
O239,C381,2024-09-22 00:00:00,CANCELLED,NORTH
O240,,2024-12-04 00:00:00,CANCELLED,EAST
O241,C267,2025-08-01 00:00:00,PLACED,SOUTH
O242,C066,2025-07-13 00:00:00,RETURNED,EAST
O243,C177,2024-10-10 00:00:00,SHIPPED,SOUTH
O244,C400,2024-12-14 00:00:00,CANCELLED,EAST
O245,C016,2025-08-25 00:00:00,SHIPPED,EAST
O246,C489,2024-02-02 00:00:00,SHIPPED,NORTH
O247,C276,13-04-2025,DELIVERED,NORTH
O248,C060,2025-06-02 00:00:00,SHIPPED,EAST
O249,C085,2024-03-29 00:00:00,CANCELLED,WEST
O250,C194,2024-08-24 00:00:00,PLACED,NORTH
O251,C040,2025-05-28 00:00:00,CANCELLED,WEST
O252,C114,2024-03-01 00:00:00,SHIPPED,NORTH
O253,C058,2025-10-07 00:00:00,DELIVERED,EAST
O254,C370,2025-08-02 00:00:00,PLACED,WEST
O255,C220,2025-04-21 00:00:00,SHIPPED,SOUTH
O256,C208,2025-06-11 00:00:00,DELIVERED,EAST
O257,C103,2024-04-01 00:00:00,CANCELLED,EAST
O258,C012,2024-05-24 00:00:00,RETURNED,SOUTH
O259,C305,2024-09-05 00:00:00,CANCELLED,NORTH
O260,C373,2024-08-10 00:00:00,RETURNED,SOUTH
O261,C129,2024-08-10 00:00:00,DELIVERED,NORTH
O262,C472,2024-09-15 00:00:00,SHIPPED,WEST
O263,C047,2024-09-11 00:00:00,PLACED,NORTH
O264,C226,2025-07-22 00:00:00,RETURNED,EAST
O265,C044,2024-07-13 00:00:00,SHIPPED,EAST
O266,C081,2024-04-15 00:00:00,CANCELLED,SOUTH
O267,C439,17-06-2025,RETURNED,EAST
O268,,2025-03-08 00:00:00,SHIPPED,SOUTH
O269,C226,2025-11-24 00:00:00,DELIVERED,NORTH
O270,C390,2025-01-15 00:00:00,RETURNED,EAST
O271,C062,2025-06-03 00:00:00,SHIPPED,WEST
O272,C367,2024-04-26 00:00:00,DELIVERED,NORTH
O273,C013,2025-08-26 00:00:00,DELIVERED,WEST
O274,C004,2024-09-07 00:00:00,CANCELLED,WEST
O275,C163,2025-03-04 00:00:00,DELIVERED,EAST
O276,C418,2025-05-21 00:00:00,SHIPPED,SOUTH
O277,C306,2025-01-16 00:00:00,PLACED,EAST
O278,C003,2024-09-16 00:00:00,RETURNED,NORTH
O279,C064,2025-06-30 00:00:00,SHIPPED,NORTH
O280,C110,2025-10-14 00:00:00,RETURNED,WEST
O281,C326,2024-09-06 00:00:00,CANCELLED,NORTH
O282,C426,2024-04-07 00:00:00,RETURNED,NORTH
O283,C186,2024-09-04 00:00:00,SHIPPED,EAST
O284,C454,09-10-2025,DELIVERED,SOUTH
O285,C401,2025-07-30 00:00:00,RETURNED,WEST
O286,C069,2024-02-19 00:00:00,CANCELLED,SOUTH
O287,C480,2025-09-28 00:00:00,CANCELLED,SOUTH
O288,C360,2024-07-01 00:00:00,DELIVERED,WEST
O289,C487,2024-12-07 00:00:00,PLACED,NORTH
O290,C402,2024-05-16 00:00:00,SHIPPED,EAST
O291,C104,01-05-2024,RETURNED,NORTH
O292,C185,2024-03-02 00:00:00,DELIVERED,WEST
O293,C221,2025-07-01 00:00:00,DELIVERED,SOUTH
O294,C122,2024-04-25 00:00:00,RETURNED,WEST
O295,C206,2024-05-27 00:00:00,PLACED,WEST
O296,C306,2024-11-18 00:00:00,DELIVERED,EAST
O297,C126,2025-05-30 00:00:00,SHIPPED,SOUTH
O298,C165,2024-10-24 00:00:00,CANCELLED,EAST
O299,C349,2025-02-25 00:00:00,RETURNED,WEST
O300,C005,2025-05-21 00:00:00,PLACED,WEST
O301,,2025-08-10 00:00:00,CANCELLED,SOUTH
O302,C049,2024-02-11 00:00:00,RETURNED,NORTH
O303,C034,2025-05-26 00:00:00,CANCELLED,SOUTH
O304,,2024-06-16 00:00:00,PLACED,SOUTH
O305,C221,2025-11-17 00:00:00,DELIVERED,EAST
O306,C065,2024-01-05 00:00:00,PLACED,EAST
O307,C427,2025-03-16 00:00:00,RETURNED,WEST
O308,C063,2024-04-04 00:00:00,DELIVERED,EAST
O309,C341,2025-06-05 00:00:00,RETURNED,EAST
O310,C112,2024-10-16 00:00:00,RETURNED,NORTH
O311,C028,2024-11-28 00:00:00,RETURNED,EAST
O312,C206,2025-02-19 00:00:00,SHIPPED,WEST
O313,C168,2024-06-18 00:00:00,SHIPPED,WEST
O314,C475,2024-12-23 00:00:00,SHIPPED,EAST
O315,C400,23-09-2025,RETURNED,EAST
O316,C100,2024-11-17 00:00:00,CANCELLED,EAST
O317,C206,2025-03-23 00:00:00,PLACED,NORTH
O318,C119,2025-12-09 00:00:00,SHIPPED,EAST
O319,C117,2024-06-20 00:00:00,RETURNED,WEST
O320,C146,2024-12-21 00:00:00,SHIPPED,NORTH
O321,C138,2024-06-24 00:00:00,RETURNED,EAST
O322,,2025-12-25 00:00:00,SHIPPED,WEST
O323,C419,2024-06-13 00:00:00,PLACED,SOUTH
O324,C013,2024-05-07 00:00:00,DELIVERED,SOUTH
O325,C270,2024-07-03 00:00:00,PLACED,EAST
O326,,2024-06-28 00:00:00,PLACED,NORTH
O327,C264,2025-01-08 00:00:00,CANCELLED,SOUTH
O328,C158,2025-11-29 00:00:00,PLACED,EAST
O329,C192,2024-01-11 00:00:00,SHIPPED,WEST
O330,C334,2025-03-15 00:00:00,RETURNED,NORTH
O331,C100,2025-04-14 00:00:00,SHIPPED,NORTH
O332,C126,2024-07-20 00:00:00,CANCELLED,NORTH
O333,C139,2024-08-06 00:00:00,CANCELLED,NORTH
O334,C497,2025-07-26 00:00:00,CANCELLED,WEST
O335,C355,2024-10-18 00:00:00,SHIPPED,SOUTH
O336,C494,07-05-2024,SHIPPED,EAST
O337,C091,2024-01-04 00:00:00,RETURNED,NORTH
O338,C170,2025-02-27 00:00:00,DELIVERED,NORTH
O339,C203,2025-12-01 00:00:00,CANCELLED,SOUTH
O340,C248,2025-07-31 00:00:00,SHIPPED,WEST
O341,C473,2024-09-19 00:00:00,CANCELLED,EAST
O342,C068,2025-10-20 00:00:00,PLACED,SOUTH
O343,C346,2025-03-01 00:00:00,RETURNED,SOUTH
O344,C123,2025-03-05 00:00:00,RETURNED,EAST
O345,C101,2025-08-14 00:00:00,CANCELLED,WEST
O346,C313,2025-07-19 00:00:00,CANCELLED,WEST
O347,C049,2025-08-01 00:00:00,RETURNED,EAST
O348,C135,2024-06-11 00:00:00,RETURNED,NORTH
O349,,2025-06-27 00:00:00,PLACED,WEST
O350,C325,2024-06-07 00:00:00,RETURNED,SOUTH
O351,C128,2025-03-11 00:00:00,RETURNED,EAST
O352,C295,2025-03-07 00:00:00,PLACED,WEST
O353,C472,2024-10-26 00:00:00,RETURNED,NORTH
O354,C404,2025-03-10 00:00:00,RETURNED,WEST
O355,C455,2024-01-01 00:00:00,CANCELLED,EAST
O356,C290,2025-10-07 00:00:00,CANCELLED,SOUTH
O357,C291,2025-10-07 00:00:00,RETURNED,WEST
O358,C383,2025-08-22 00:00:00,RETURNED,SOUTH
O359,C092,2024-05-16 00:00:00,SHIPPED,SOUTH
O360,C073,2024-11-25 00:00:00,DELIVERED,NORTH
O361,C064,2025-06-11 00:00:00,DELIVERED,NORTH
O362,C113,2024-10-02 00:00:00,SHIPPED,EAST
O363,C261,2025-05-30 00:00:00,CANCELLED,NORTH
O364,C209,2024-12-26 00:00:00,RETURNED,SOUTH
O365,C428,2024-02-04 00:00:00,PLACED,EAST
O366,C095,2025-05-18 00:00:00,DELIVERED,NORTH
O367,C380,2025-03-21 00:00:00,SHIPPED,NORTH
O368,C130,2025-08-27 00:00:00,DELIVERED,NORTH
O369,C268,2025-05-16 00:00:00,PLACED,SOUTH
O370,C126,2025-03-21 00:00:00,DELIVERED,SOUTH
O371,C203,2025-03-28 00:00:00,CANCELLED,NORTH
O372,C080,2025-04-13 00:00:00,RETURNED,EAST
O373,C183,2024-03-29 00:00:00,RETURNED,WEST
O374,C148,2024-04-25 00:00:00,RETURNED,EAST
O375,C469,2025-12-10 00:00:00,PLACED,SOUTH
O376,C128,2024-07-22 00:00:00,SHIPPED,SOUTH
O377,C205,2025-09-06 00:00:00,SHIPPED,SOUTH
O378,C380,2024-09-22 00:00:00,SHIPPED,EAST
O379,C311,2025-01-21 00:00:00,PLACED,NORTH
O380,C453,2025-06-25 00:00:00,DELIVERED,NORTH
O381,C447,2024-11-02 00:00:00,SHIPPED,EAST
O382,C008,2024-12-21 00:00:00,PLACED,NORTH
O383,C131,2024-10-22 00:00:00,DELIVERED,EAST
O384,C290,2025-01-09 00:00:00,SHIPPED,EAST
O385,C144,2025-12-20 00:00:00,CANCELLED,NORTH
O386,C241,2024-05-31 00:00:00,SHIPPED,EAST
O387,C358,2024-01-10 00:00:00,DELIVERED,WEST
O388,C329,2024-03-31 00:00:00,RETURNED,NORTH
O389,C198,2024-11-15 00:00:00,SHIPPED,EAST
O390,C427,2025-08-03 00:00:00,CANCELLED,SOUTH
O391,C185,2025-07-22 00:00:00,DELIVERED,NORTH
O392,C056,2024-03-06 00:00:00,DELIVERED,NORTH
O393,,2024-05-04 00:00:00,PLACED,NORTH
O394,C044,2024-08-08 00:00:00,RETURNED,NORTH
O395,C200,2025-03-03 00:00:00,RETURNED,NORTH
O396,C098,2024-10-02 00:00:00,RETURNED,EAST
O397,C283,2024-08-28 00:00:00,RETURNED,EAST
O398,C090,2025-05-02 00:00:00,RETURNED,SOUTH
O399,C166,2025-03-15 00:00:00,RETURNED,EAST
O400,C486,2025-10-09 00:00:00,RETURNED,EAST
O401,C242,2025-01-13 00:00:00,DELIVERED,WEST
O402,C159,2024-01-10 00:00:00,PLACED,SOUTH
O403,C190,2025-10-22 00:00:00,RETURNED,EAST
O404,C249,2025-01-26 00:00:00,CANCELLED,EAST
O405,C164,2025-09-21 00:00:00,SHIPPED,SOUTH
O406,C500,2025-01-09 00:00:00,RETURNED,SOUTH
O407,C413,2025-11-24 00:00:00,PLACED,NORTH
O408,C010,2024-03-28 00:00:00,RETURNED,SOUTH
O409,C042,2025-01-10 00:00:00,DELIVERED,SOUTH
O410,C270,2024-07-06 00:00:00,SHIPPED,NORTH
O411,C498,2024-11-02 00:00:00,PLACED,WEST
O412,C126,2024-12-28 00:00:00,PLACED,EAST
O413,C401,11-12-2025,RETURNED,WEST
O414,,2025-06-25 00:00:00,RETURNED,SOUTH
O415,C486,2025-06-15 00:00:00,RETURNED,SOUTH
O416,C279,2025-01-26 00:00:00,CANCELLED,EAST
O417,C183,2024-09-21 00:00:00,RETURNED,NORTH
O418,C123,2025-11-26 00:00:00,RETURNED,NORTH
O419,C355,2025-01-10 00:00:00,SHIPPED,EAST
O420,,2025-09-08 00:00:00,DELIVERED,EAST
O421,C322,2024-01-20 00:00:00,DELIVERED,SOUTH
O422,C140,2024-02-28 00:00:00,DELIVERED,SOUTH
O423,C347,2025-06-11 00:00:00,SHIPPED,NORTH
O424,C234,13-08-2025,CANCELLED,NORTH
O425,C194,2025-10-30 00:00:00,RETURNED,NORTH
O426,C378,2024-06-06 00:00:00,PLACED,WEST
O427,C431,2025-07-25 00:00:00,RETURNED,NORTH
O428,C006,2024-09-11 00:00:00,RETURNED,EAST
O429,C374,2025-01-17 00:00:00,DELIVERED,SOUTH
O430,C495,05-04-2024,CANCELLED,WEST
O431,C051,2025-06-12 00:00:00,RETURNED,WEST
O432,C340,08-08-2025,RETURNED,NORTH
O433,C373,2025-05-16 00:00:00,RETURNED,WEST
O434,,2024-08-03 00:00:00,DELIVERED,WEST
O435,C325,2025-11-21 00:00:00,CANCELLED,NORTH
O436,C156,2024-01-17 00:00:00,CANCELLED,EAST
O437,C296,2025-12-19 00:00:00,RETURNED,WEST
O438,C263,2025-06-20 00:00:00,DELIVERED,WEST
O439,C421,2025-03-02 00:00:00,CANCELLED,WEST
O440,C456,2025-10-29 00:00:00,CANCELLED,WEST
O441,C099,2024-10-01 00:00:00,RETURNED,EAST
O442,C144,2025-06-10 00:00:00,RETURNED,NORTH
O443,C071,2025-05-25 00:00:00,SHIPPED,NORTH
O444,C344,2025-05-19 00:00:00,SHIPPED,SOUTH
O445,C493,2024-04-25 00:00:00,PLACED,NORTH
O446,C284,2024-12-23 00:00:00,DELIVERED,WEST
O447,C402,2025-12-03 00:00:00,CANCELLED,SOUTH
O448,C213,2025-07-29 00:00:00,SHIPPED,WEST
O449,C319,2024-02-14 00:00:00,DELIVERED,EAST
O450,,21-05-2024,PLACED,EAST
O451,C459,2025-10-20 00:00:00,CANCELLED,WEST
O452,C328,2024-07-30 00:00:00,CANCELLED,NORTH
O453,C315,2025-07-31 00:00:00,CANCELLED,WEST
O454,C388,2024-02-04 00:00:00,PLACED,NORTH
O455,C098,2025-04-06 00:00:00,PLACED,EAST
O456,C099,2024-11-18 00:00:00,SHIPPED,SOUTH
O457,C337,2024-11-10 00:00:00,SHIPPED,NORTH
O458,C439,2025-05-06 00:00:00,PLACED,NORTH
O459,C355,2024-07-03 00:00:00,SHIPPED,EAST
O460,C101,2025-08-24 00:00:00,DELIVERED,SOUTH
O461,C257,2024-04-27 00:00:00,DELIVERED,NORTH
O462,C479,2025-07-10 00:00:00,RETURNED,SOUTH
O463,C330,2024-02-19 00:00:00,RETURNED,NORTH
O464,C283,2024-05-27 00:00:00,PLACED,WEST
O465,C435,2025-07-27 00:00:00,RETURNED,WEST
O466,C362,23-01-2025,RETURNED,EAST
O467,C292,2025-07-05 00:00:00,PLACED,WEST
