order_id,customer_id,order_date,status,region_code
O108,C011,2025-11-04,RETURNED,SOUTH
O109,C303,2024-11-21,RETURNED,WEST
O110,C342,2025-11-28,DELIVERED,SOUTH
O111,C116,2024-08-02,CANCELLED,NORTH
O112,C323,2025-09-18,SHIPPED,SOUTH
O113,C265,2025-02-13,SHIPPED,EAST
O114,C245,2025-04-15,PLACED,NORTH
O115,C101,2024-10-11,PLACED,EAST
O116,C137,2024-02-12,RETURNED,NORTH
O117,C177,2024-04-13,CANCELLED,WEST
O118,C245,2024-03-06,CANCELLED,SOUTH
O119,C137,2025-05-17,CANCELLED,EAST
O120,C229,2024-10-18,RETURNED,SOUTH
O121,C445,2024-08-19,RETURNED,EAST
O122,C290,2025-11-12,PLACED,SOUTH
O123,C405,2024-04-19,SHIPPED,SOUTH
O124,C321,2025-02-06,RETURNED,NORTH
O125,C060,2024-09-11,SHIPPED,WEST
O126,C487,2025-11-12,RETURNED,WEST
O127,C058,2025-02-09,DELIVERED,NORTH
O128,C385,2025-01-31,RETURNED,WEST
O129,C072,2024-09-02,CANCELLED,EAST
O130,C462,2024-09-28,SHIPPED,EAST
O131,C477,2024-01-28,PLACED,NORTH
O132,C086,2025-04-04,PLACED,SOUTH
O133,C400,2024-06-09,DELIVERED,WEST
O134,C056,2025-07-28,SHIPPED,NORTH
O135,C300,2024-10-30,CANCELLED,SOUTH
O136,C041,2025-09-24,DELIVERED,WEST
O137,C446,2025-07-24,RETURNED,SOUTH
O138,C012,2025-07-20,CANCELLED,NORTH
O139,C062,2025-06-29,PLACED,WEST
O140,UNKNOWN,2024-12-22,CANCELLED,SOUTH
O141,C278,2025-12-06,PLACED,WEST
O142,C153,2025-02-11,PLACED,EAST
O143,C493,2025-12-20,CANCELLED,EAST
O144,C006,2025-12-19,CANCELLED,NORTH
O145,C215,2025-05-26,CANCELLED,NORTH
O146,C365,2024-12-25,CANCELLED,SOUTH
O147,C249,2025-06-11,DELIVERED,WEST
O148,C419,2024-05-13,DELIVERED,EAST
O149,C030,2024-11-08,SHIPPED,SOUTH
O150,C118,2025-08-11,PLACED,SOUTH
O151,C099,2024-08-28,CANCELLED,NORTH
O152,C222,2025-05-01,PLACED,NORTH
O153,C399,2024-03-26,PLACED,WEST
O154,C362,2024-08-30,SHIPPED,SOUTH
O155,C390,2024-09-22,DELIVERED,NORTH
O156,C101,2025-05-25,SHIPPED,WEST
O157,C049,2024-11-09,PLACED,WEST
O158,C188,2025-10-04,PLACED,SOUTH
O159,C252,2025-08-26,CANCELLED,SOUTH
O160,C383,2024-11-02,DELIVERED,EAST
O161,C404,2024-10-17,DELIVERED,SOUTH
O162,C371,2024-06-26,CANCELLED,WEST
O163,C335,2025-07-29,RETURNED,WEST
O164,C319,2025-07-13,SHIPPED,EAST
O165,C067,2025-11-30,PLACED,SOUTH
O166,C048,2024-09-28,CANCELLED,EAST
O167,C478,2025-04-30,SHIPPED,EAST
O168,C455,2024-10-07,RETURNED,WEST
O169,C214,2024-05-18,CANCELLED,SOUTH
O170,C129,2025-02-21,CANCELLED,EAST
O171,C109,2024-07-05,CANCELLED,WEST
O172,C495,2024-03-04,RETURNED,NORTH
O173,C231,2025-09-16,PLACED,EAST
O174,C016,2024-02-12,RETURNED,EAST
O175,C196,2025-05-22,PLACED,EAST
O176,C121,2024-10-19,SHIPPED,NORTH
O177,C230,2025-01-26,CANCELLED,SOUTH
O178,C335,2024-05-21,SHIPPED,WEST
O179,C326,2024-01-26,PLACED,NORTH
O180,C195,2024-07-23,DELIVERED,SOUTH
O181,C210,2025-09-29,PLACED,NORTH
O182,UNKNOWN,2024-02-09,RETURNED,WEST
O183,C173,2025-06-29,PLACED,SOUTH
O184,C213,2025-11-15,RETURNED,NORTH
O185,C339,2025-09-22,RETURNED,SOUTH
O186,C023,2025-08-03,PLACED,EAST
O187,C050,2024-10-23,RETURNED,SOUTH
O188,C085,2025-11-29,DELIVERED,SOUTH
O189,C312,2024-01-21,CANCELLED,SOUTH
O190,C270,2025-07-09,CANCELLED,SOUTH
O191,C043,2025-06-03,SHIPPED,SOUTH
O192,C008,2025-05-07,RETURNED,NORTH
O193,UNKNOWN,2025-09-14,DELIVERED,NORTH
O194,C152,2024-07-12,PLACED,SOUTH
O195,C267,2025-01-28,DELIVERED,EAST
O196,UNKNOWN,2025-12-27,SHIPPED,SOUTH
O197,C291,2024-05-13,PLACED,WEST
O198,C342,2025-08-10,SHIPPED,WEST
O199,C181,2025-07-08,DELIVERED,SOUTH
O200,C145,2025-08-28,SHIPPED,EAST
O201,C247,2025-12-26,CANCELLED,WEST
O202,C137,2024-10-02,SHIPPED,WEST
O203,C286,2024-09-06,SHIPPED,WEST
O204,C411,2025-09-03,RETURNED,WEST
O205,C484,2025-12-29,PLACED,NORTH
O206,C471,2025-02-01,PLACED,WEST
O207,C036,2025-05-15,SHIPPED,WEST
O208,C278,2025-06-08,DELIVERED,SOUTH
O209,UNKNOWN,2024-10-24,DELIVERED,NORTH
O210,C032,2024-08-23,DELIVERED,EAST
O211,C307,2025-06-26,PLACED,SOUTH
O212,C285,2025-04-20,CANCELLED,EAST
O213,C445,2024-08-11,SHIPPED,EAST
O214,C036,2025-04-30,DELIVERED,NORTH
O215,C339,2024-01-05,RETURNED,SOUTH
O216,C043,2025-12-23,RETURNED,NORTH
O217,UNKNOWN,2024-07-28,CANCELLED,NORTH
O218,C147,2025-04-22,PLACED,WEST
O219,C342,2025-01-03,SHIPPED,SOUTH
O220,C073,2025-04-15,DELIVERED,NORTH
O221,C039,2024-07-29,PLACED,NORTH
O222,C211,2024-04-16,PLACED,SOUTH
O223,C035,2025-11-17,SHIPPED,WEST
O224,C312,2024-10-06,RETURNED,WEST
O225,C039,2025-07-09,SHIPPED,EAST
O226,C204,2024-08-07,DELIVERED,EAST
O227,C300,2024-06-08,RETURNED,SOUTH
O228,C133,2025-07-11,CANCELLED,EAST
O229,C389,2025-03-12,RETURNED,WEST
O230,C041,2025-01-06,DELIVERED,SOUTH
O231,C425,2024-10-24,PLACED,EAST
O232,C231,2025-12-13,SHIPPED,EAST
O233,C283,2025-10-02,PLACED,SOUTH
O234,C279,2025-11-09,RETURNED,NORTH
O235,C410,2024-08-12,CANCELLED,EAST
O236,UNKNOWN,2025-10-25,DELIVERED,SOUTH
O237,C436,2025-10-12,CANCELLED,EAST
O238,UNKNOWN,2024-12-18,PLACED,WEST
O239,C381,2024-09-22,CANCELLED,NORTH
O240,UNKNOWN,2024-12-04,CANCELLED,EAST
O241,C267,2025-08-01,PLACED,SOUTH
O242,C066,2025-07-13,RETURNED,EAST
O243,C177,2024-10-10,SHIPPED,SOUTH
O244,C400,2024-12-14,CANCELLED,EAST
O245,C016,2025-08-25,SHIPPED,EAST
O246,C489,2024-02-02,SHIPPED,NORTH
O247,C276,2025-04-13,DELIVERED,NORTH
O248,C060,2025-06-02,SHIPPED,EAST
O249,C085,2024-03-29,CANCELLED,WEST
O250,C194,2024-08-24,PLACED,NORTH
O251,C040,2025-05-28,CANCELLED,WEST
O252,C114,2024-03-01,SHIPPED,NORTH
O253,C058,2025-10-07,DELIVERED,EAST
O254,C370,2025-08-02,PLACED,WEST
O255,C220,2025-04-21,SHIPPED,SOUTH
O256,C208,2025-06-11,DELIVERED,EAST
O257,C103,2024-04-01,CANCELLED,EAST
O258,C012,2024-05-24,RETURNED,SOUTH
O259,C305,2024-09-05,CANCELLED,NORTH
O260,C373,2024-08-10,RETURNED,SOUTH
O261,C129,2024-08-10,DELIVERED,NORTH
O262,C472,2024-09-15,SHIPPED,WEST
O263,C047,2024-09-11,PLACED,NORTH
O264,C226,2025-07-22,RETURNED,EAST
O265,C044,2024-07-13,SHIPPED,EAST
O266,C081,2024-04-15,CANCELLED,SOUTH
O267,C439,2025-06-17,RETURNED,EAST
O268,UNKNOWN,2025-03-08,SHIPPED,SOUTH
O269,C226,2025-11-24,DELIVERED,NORTH
O270,C390,2025-01-15,RETURNED,EAST
O271,C062,2025-06-03,SHIPPED,WEST
O272,C367,2024-04-26,DELIVERED,NORTH
O273,C013,2025-08-26,DELIVERED,WEST
O274,C004,2024-09-07,CANCELLED,WEST
O275,C163,2025-03-04,DELIVERED,EAST
O276,C418,2025-05-21,SHIPPED,SOUTH
O277,C306,2025-01-16,PLACED,EAST
O278,C003,2024-09-16,RETURNED,NORTH
O279,C064,2025-06-30,SHIPPED,NORTH
O280,C110,2025-10-14,RETURNED,WEST
O281,C326,2024-09-06,CANCELLED,NORTH
O282,C426,2024-04-07,RETURNED,NORTH
O283,C186,2024-09-04,SHIPPED,EAST
O284,C454,2025-10-09,DELIVERED,SOUTH
O285,C401,2025-07-30,RETURNED,WEST
O286,C069,2024-02-19,CANCELLED,SOUTH
O287,C480,2025-09-28,CANCELLED,SOUTH
O288,C360,2024-07-01,DELIVERED,WEST
O289,C487,2024-12-07,PLACED,NORTH
O290,C402,2024-05-16,SHIPPED,EAST
O291,C104,2024-05-01,RETURNED,NORTH
O292,C185,2024-03-02,DELIVERED,WEST
O293,C221,2025-07-01,DELIVERED,SOUTH
O294,C122,2024-04-25,RETURNED,WEST
O295,C206,2024-05-27,PLACED,WEST
O296,C306,2024-11-18,DELIVERED,EAST
O297,C126,2025-05-30,SHIPPED,SOUTH
O298,C165,2024-10-24,CANCELLED,EAST
O299,C349,2025-02-25,RETURNED,WEST
O300,C005,2025-05-21,PLACED,WEST
O301,UNKNOWN,2025-08-10,CANCELLED,SOUTH
O302,C049,2024-02-11,RETURNED,NORTH
O303,C034,2025-05-26,CANCELLED,SOUTH
O304,UNKNOWN,2024-06-16,PLACED,SOUTH
O305,C221,2025-11-17,DELIVERED,EAST
O306,C065,2024-01-05,PLACED,EAST
O307,C427,2025-03-16,RETURNED,WEST
O308,C063,2024-04-04,DELIVERED,EAST
O309,C341,2025-06-05,RETURNED,EAST
O310,C112,2024-10-16,RETURNED,NORTH
O311,C028,2024-11-28,RETURNED,EAST
O312,C206,2025-02-19,SHIPPED,WEST
O313,C168,2024-06-18,SHIPPED,WEST
O314,C475,2024-12-23,SHIPPED,EAST
O315,C400,2025-09-23,RETURNED,EAST
O316,C100,2024-11-17,CANCELLED,EAST
O317,C206,2025-03-23,PLACED,NORTH
O318,C119,2025-12-09,SHIPPED,EAST
O319,C117,2024-06-20,RETURNED,WEST
O320,C146,2024-12-21,SHIPPED,NORTH
O321,C138,2024-06-24,RETURNED,EAST
O322,UNKNOWN,2025-12-25,SHIPPED,WEST
O323,C419,2024-06-13,PLACED,SOUTH
O324,C013,2024-05-07,DELIVERED,SOUTH
O325,C270,2024-07-03,PLACED,EAST
O326,UNKNOWN,2024-06-28,PLACED,NORTH
O327,C264,2025-01-08,CANCELLED,SOUTH
O328,C158,2025-11-29,PLACED,EAST
O329,C192,2024-01-11,SHIPPED,WEST
O330,C334,2025-03-15,RETURNED,NORTH
O331,C100,2025-04-14,SHIPPED,NORTH
O332,C126,2024-07-20,CANCELLED,NORTH
O333,C139,2024-08-06,CANCELLED,NORTH
O334,C497,2025-07-26,CANCELLED,WEST
O335,C355,2024-10-18,SHIPPED,SOUTH
O336,C494,2024-05-07,SHIPPED,EAST
O337,C091,2024-01-04,RETURNED,NORTH
O338,C170,2025-02-27,DELIVERED,NORTH
O339,C203,2025-12-01,CANCELLED,SOUTH
O340,C248,2025-07-31,SHIPPED,WEST
O341,C473,2024-09-19,CANCELLED,EAST
O342,C068,2025-10-20,PLACED,SOUTH
O343,C346,2025-03-01,RETURNED,SOUTH
O344,C123,2025-03-05,RETURNED,EAST
O345,C101,2025-08-14,CANCELLED,WEST
O346,C313,2025-07-19,CANCELLED,WEST
O347,C049,2025-08-01,RETURNED,EAST
O348,C135,2024-06-11,RETURNED,NORTH
O349,UNKNOWN,2025-06-27,PLACED,WEST
O350,C325,2024-06-07,RETURNED,SOUTH
O351,C128,2025-03-11,RETURNED,EAST
O352,C295,2025-03-07,PLACED,WEST
O353,C472,2024-10-26,RETURNED,NORTH
O354,C404,2025-03-10,RETURNED,WEST
O355,C455,2024-01-01,CANCELLED,EAST
O356,C290,2025-10-07,CANCELLED,SOUTH
O357,C291,2025-10-07,RETURNED,WEST
O358,C383,2025-08-22,RETURNED,SOUTH
O359,C092,2024-05-16,SHIPPED,SOUTH
O360,C073,2024-11-25,DELIVERED,NORTH
O361,C064,2025-06-11,DELIVERED,NORTH
O362,C113,2024-10-02,SHIPPED,EAST
O363,C261,2025-05-30,CANCELLED,NORTH
O364,C209,2024-12-26,RETURNED,SOUTH
O365,C428,2024-02-04,PLACED,EAST
O366,C095,2025-05-18,DELIVERED,NORTH
O367,C380,2025-03-21,SHIPPED,NORTH
O368,C130,2025-08-27,DELIVERED,NORTH
O369,C268,2025-05-16,PLACED,SOUTH
O370,C126,2025-03-21,DELIVERED,SOUTH
O371,C203,2025-03-28,CANCELLED,NORTH
O372,C080,2025-04-13,RETURNED,EAST
O373,C183,2024-03-29,RETURNED,WEST
O374,C148,2024-04-25,RETURNED,EAST
O375,C469,2025-12-10,PLACED,SOUTH
O376,C128,2024-07-22,SHIPPED,SOUTH
O377,C205,2025-09-06,SHIPPED,SOUTH
O378,C380,2024-09-22,SHIPPED,EAST
O379,C311,2025-01-21,PLACED,NORTH
O380,C453,2025-06-25,DELIVERED,NORTH
O381,C447,2024-11-02,SHIPPED,EAST
O382,C008,2024-12-21,PLACED,NORTH
O383,C131,2024-10-22,DELIVERED,EAST
O384,C290,2025-01-09,SHIPPED,EAST
O385,C144,2025-12-20,CANCELLED,NORTH
O386,C241,2024-05-31,SHIPPED,EAST
O387,C358,2024-01-10,DELIVERED,WEST
O388,C329,2024-03-31,RETURNED,NORTH
O389,C198,2024-11-15,SHIPPED,EAST
O390,C427,2025-08-03,CANCELLED,SOUTH
O391,C185,2025-07-22,DELIVERED,NORTH
O392,C056,2024-03-06,DELIVERED,NORTH
O393,UNKNOWN,2024-05-04,PLACED,NORTH
O394,C044,2024-08-08,RETURNED,NORTH
O395,C200,2025-03-03,RETURNED,NORTH
O396,C098,2024-10-02,RETURNED,EAST
O397,C283,2024-08-28,RETURNED,EAST
O398,C090,2025-05-02,RETURNED,SOUTH
O399,C166,2025-03-15,RETURNED,EAST
O400,C486,2025-10-09,RETURNED,EAST
O401,C242,2025-01-13,DELIVERED,WEST
O402,C159,2024-01-10,PLACED,SOUTH
O403,C190,2025-10-22,RETURNED,EAST
O404,C249,2025-01-26,CANCELLED,EAST
O405,C164,2025-09-21,SHIPPED,SOUTH
O406,C500,2025-01-09,RETURNED,SOUTH
O407,C413,2025-11-24,PLACED,NORTH
O408,C010,2024-03-28,RETURNED,SOUTH
O409,C042,2025-01-10,DELIVERED,SOUTH
O410,C270,2024-07-06,SHIPPED,NORTH
O411,C498,2024-11-02,PLACED,WEST
O412,C126,2024-12-28,PLACED,EAST
O413,C401,2025-12-11,RETURNED,WEST
O414,UNKNOWN,2025-06-25,RETURNED,SOUTH
O415,C486,2025-06-15,RETURNED,SOUTH
O416,C279,2025-01-26,CANCELLED,EAST
O417,C183,2024-09-21,RETURNED,NORTH
O418,C123,2025-11-26,RETURNED,NORTH
O419,C355,2025-01-10,SHIPPED,EAST
O420,UNKNOWN,2025-09-08,DELIVERED,EAST
O421,C322,2024-01-20,DELIVERED,SOUTH
O422,C140,2024-02-28,DELIVERED,SOUTH
O423,C347,2025-06-11,SHIPPED,NORTH
O424,C234,2025-08-13,CANCELLED,NORTH
O425,C194,2025-10-30,RETURNED,NORTH
O426,C378,2024-06-06,PLACED,WEST
O427,C431,2025-07-25,RETURNED,NORTH
O428,C006,2024-09-11,RETURNED,EAST
O429,C374,2025-01-17,DELIVERED,SOUTH
O430,C495,2024-04-05,CANCELLED,WEST
O431,C051,2025-06-12,RETURNED,WEST
O432,C340,2025-08-08,RETURNED,NORTH
O433,C373,2025-05-16,RETURNED,WEST
O434,UNKNOWN,2024-08-03,DELIVERED,WEST
O435,C325,2025-11-21,CANCELLED,NORTH
O436,C156,2024-01-17,CANCELLED,EAST
O437,C296,2025-12-19,RETURNED,WEST
O438,C263,2025-06-20,DELIVERED,WEST
O439,C421,2025-03-02,CANCELLED,WEST
O440,C456,2025-10-29,CANCELLED,WEST
O441,C099,2024-10-01,RETURNED,EAST
O442,C144,2025-06-10,RETURNED,NORTH
O443,C071,2025-05-25,SHIPPED,NORTH
O444,C344,2025-05-19,SHIPPED,SOUTH
O445,C493,2024-04-25,PLACED,NORTH
O446,C284,2024-12-23,DELIVERED,WEST
O447,C402,2025-12-03,CANCELLED,SOUTH
O448,C213,2025-07-29,SHIPPED,WEST
O449,C319,2024-02-14,DELIVERED,EAST
O450,UNKNOWN,2024-05-21,PLACED,EAST
O451,C459,2025-10-20,CANCELLED,WEST
O452,C328,2024-07-30,CANCELLED,NORTH
O453,C315,2025-07-31,CANCELLED,WEST
O454,C388,2024-02-04,PLACED,NORTH
O455,C098,2025-04-06,PLACED,EAST
O456,C099,2024-11-18,SHIPPED,SOUTH
O457,C337,2024-11-10,SHIPPED,NORTH
O458,C439,2025-05-06,PLACED,NORTH
O459,C355,2024-07-03,SHIPPED,EAST
O460,C101,2025-08-24,DELIVERED,SOUTH
O461,C257,2024-04-27,DELIVERED,NORTH
O462,C479,2025-07-10,RETURNED,SOUTH
O463,C330,2024-02-19,RETURNED,NORTH
O464,C283,2024-05-27,PLACED,WEST
O465,C435,2025-07-27,RETURNED,WEST
O466,C362,2025-01-23,RETURNED,EAST
O467,C292,2025-07-05,PLACED,WEST
O468,C172,2024-05-21,PLACED,NORTH
O469,C425,2025-11-20,DELIVERED,EAST
O470,C308,2024-01-10,RETURNED,EAST
O471,C097,2024-05-16,DELIVERED,SOUTH
O472,C473,2024-04-01,RETURNED,WEST
O473,C290,2024-10-11,RETURNED,NORTH
O474,C470,2025-10-29,SHIPPED,SOUTH
O475,C257,2024-03-02,CANCELLED,WEST
O476,C443,2025-01-13,PLACED,WEST
O477,C121,2025-08-21,PLACED,EAST
O478,C105,2024-05-08,PLACED,EAST
O479,C380,2025-03-07,CANCELLED,WEST
O480,C072,2025-01-11,PLACED,SOUTH
O481,C082,2024-03-17,SHIPPED,NORTH
O482,C055,2025-10-21,CANCELLED,EAST
O483,C073,2025-06-15,DELIVERED,SOUTH
O484,UNKNOWN,2025-05-20,SHIPPED,SOUTH
O485,C250,2024-08-28,DELIVERED,EAST
O486,C287,2025-02-23,CANCELLED,NORTH
O487,C361,2025-03-05,RETURNED,WEST
O488,C242,2024-06-17,DELIVERED,WEST
O489,UNKNOWN,2025-02-24,CANCELLED,WEST
O490,C401,2024-03-20,PLACED,SOUTH
O491,C066,2024-04-22,RETURNED,EAST
O492,C357,2024-01-24,SHIPPED,NORTH
O493,C151,2025-10-17,PLACED,WEST
O494,C045,2025-01-26,DELIVERED,WEST
O495,C206,2025-01-29,CANCELLED,NORTH
O496,C139,2025-03-28,CANCELLED,NORTH
O497,C482,2025-11-02,PLACED,WEST
O498,C319,2024-05-13,RETURNED,SOUTH
O499,C451,2025-11-16,DELIVERED,WEST
O500,C170,2024-06-08,SHIPPED,EAST
